,bia_di,bii_di,bit_di,che_de,che_di,elb_di,wri_di,kne_di,ank_di,sho_gi,che_gi,wai_gi,nav_gi,hip_gi,thi_gi,bic_gi,for_gi,kne_gi,cal_gi,ank_gi,wri_gi,age,wgt,hgt,sex
31,39.21324889,30.60911244,32.57300786,15.35414923,31.75899101,12.98327539,10.48376373,15.44777512,12.74140438,95.99529188,92.03479187,90.64874675,82.94762368,93.14429333,55.58237294,37.34068136,26.10274268,36.81302092,41.71017152,25.41035994,19.02458562,18,68.02339065,187.5893463,0
32,36.99048948,27.42673203,28.11651887,14.58463956,30.13649392,13.57909486,9.823758175,18.17728837,14.17060674,96.34078459,95.2196379,70.98930976,83.37115606,104.2822989,62.43043763,39.24111356,26.7400439,43.44693488,32.92922158,23.8423142,14.53861117,32,85.11121296,189.8395771,0
33,39.29773301,26.73406497,30.22294986,21.85025605,24.90359665,13.26735286,11.74398461,18.70937688,15.67276627,106.5989357,112.8162734,66.52290121,88.35396583,90.16448512,55.44390705,24.08500726,24.05598563,37.38084656,36.0002765,20.25196005,15.03712435,33,86.13604589,164.8694003,0
34,40.3,27.5,31.4,21.7,28,13.3,10.3,18.8,13.2,113,99.6,85.6,89.2,98,59.1,35.6,29,35.8,36,21.5,16.6,26,74.6,176,1
35,34,27.3,29.9,17,24,12,9.2,16.8,12.4,91,81.2,62.7,75.4,90,54,25.3,22.7,32.6,32.9,19.8,13.8,19,50.2,160,0
36,38.9,29,33.1,16.3,25.9,12.2,10.2,18.8,13.8,101.3,85.5,67.3,86.9,97.6,58.8,27.2,22.6,38.3,35.6,21,14.6,33,62,168.9,0
37,38.77512135,31.1155249,32.57192999,21.1767253,31.89426221,11.62809271,11.36895305,19.95632148,15.30288822,96.86086832,89.3279089,71.20013592,89.52793348,95.59137153,57.47153571,28.71337762,28.79582655,37.42870222,42.29698592,22.23730185,19.73663428,44,59.81295669,174.7259526,0
38,30.60142607,28.24815709,29.35260403,19.38774717,28.90862248,11.42918202,10.34961407,21.1124022,14.28082801,105.9527276,97.29213293,52.28267043,100.5847154,95.52990641,53.20558222,34.97565864,24.4540057,36.81340443,33.14759528,22.6188847,13.54290961,47,36.61809043,166.7662443,0
39,34.2,29.2,31.1,18,25.9,12.8,9.8,17.6,13.4,96.4,85.3,68.3,88,93.8,54.7,27.7,24.4,32.7,33,19.6,14.9,36,55.2,165.1,0
40,43.6,30.8,33.3,20.4,29.7,14.3,,19.6,15.4,117.6,101,83.7,91.1,99.9,56.8,33.5,27.7,38.7,41.8,29.3,,30,84.1,188,1
41,41.8,28.5,31.6,21.6,31.5,13.3,10.3,18.9,14.3,114.5,98.3,,87.4,97.7,54.8,31,26,36.4,35.6,21.6,16.6,40,78.9,181.6,1
42,40.29931351,23.5792686,34.42390084,25.43663592,30.85481223,12.00607927,10.27544949,19.38576152,14.02471048,111.0845844,85.83399661,71.83147027,76.35384781,98.52244674,55.08346335,28.18300191,28.42931761,39.54484983,34.2981461,20.72983552,16.01951641,19,69.70729056,162.2837489,1
43,38.52582974,29.33123794,32.7384687,24.31210669,25.3495845,14.01062775,9.707670106,19.65057475,12.92113907,131.4372197,94.81432083,78.4400091,84.25676793,100.6401916,55.99532459,35.50057594,27.28841421,35.05902588,,24.12587819,14.63589426,25,77.71164306,147.6324871,1
44,40.43221316,28.94941221,30.50178383,18.22145979,26.46496779,13.41370697,9.075422881,16.89432712,16.32489953,102.7509818,98.23573882,80.2551496,87.95001275,94.62017351,54.49434743,33.01117443,26.49965322,38.67374966,39.27322634,25.33915804,17.15379823,32,56.67437495,164.223214,1
45,38.93617299,27.15488119,32.20729985,20.8400641,27.31646341,10.8875962,10.52466624,19.58839146,14.64913706,116.1367037,94.08698484,66.09769789,83.65467518,84.42468166,67.1495463,32.55783585,26.24617575,35.69706554,37.39316547,25.86743094,14.63402802,21,98.96906648,186.6681379,1
46,36.19901245,32.12366289,34.73695605,20.52259392,25.4926106,10.83550359,10.21919634,19.66739051,14.98753973,111.5390203,90.34607786,82.68002129,81.20498203,103.0104327,54.25993118,32.94381365,27.98498482,31.64020379,36.40899524,22.97735271,15.94433706,35,72.46676472,161.9497861,1
47,40.29897129,32.48039068,30.06908867,17.13985944,28.14710878,11.42355704,10.26822431,20.31829345,16.91788388,105.2134539,86.48327491,76.60078218,89.06914664,99.37872309,57.07431297,29.99155989,27.72927455,37.31718484,37.09173486,23.29763907,16.37309449,37,49.90687709,182.833452,0
48,37.43869255,29.81632788,34.334441,15.88810073,27.38311286,12.31600192,11.51418614,17.17160057,14.0669562,134.2326479,83.24338245,72.37078329,89.31510968,102.4893736,53.27841289,28.00479696,31.86370313,35.12645588,39.4246258,23.84490888,16.88429545,52,74.16020359,185.5665141,0
49,34.00139258,26.35388141,31.7351109,17.12412017,24.58835839,13.31693952,11.1949803,18.69438172,,112.8507657,89.2564027,83.93249897,,97.65218474,54.40355504,27.01768532,23.82409707,34.61198547,34.96304733,20.76031901,15.91309136,37,58.3656245,182.4333922,1
50,41.08597851,26.08759202,30.01523079,17.01896866,24.20931012,15.39417002,10.35613388,19.95044414,14.9640997,,87.38713425,73.12363867,88.33396554,99.83266344,60.50988119,29.05026279,33.4416926,34.67651786,38.54154555,20.49810391,17.62093567,19,82.54934296,186.9353789,1
51,38.7,26.1,29.2,18.2,24.9,13.6,10.4,17.6,14.2,104.3,86.8,72.9,73.4,89.5,51,29.8,24.8,32.6,33.1,22.1,16.3,29,63.6,177.8,1
52,40.2,27.2,31.7,18.1,26.5,13.3,10.1,18.6,13.2,100.2,84.5,,81,93.5,50.5,27.5,24.8,34,32.8,21,15.6,19,60.9,173,1
53,38.3,25.2,30.2,17,26.4,13.2,10.4,18.8,13,101.2,86.1,69.9,67.4,84.1,50.8,31.5,26.6,32.8,36.3,20,15.8,20,57,163,1
54,38.63672774,27.73863157,31.77428939,18.36691727,31.30964025,13.80579518,10.72970678,20.6286574,14.52815746,127.9699892,86.01825999,86.18237184,81.46290874,88.94462903,59.25838522,30.30484091,25.10829385,33.09364444,35.31885188,23.5393152,16.94684284,31,69.81228166,168.4387502,1
55,39.59719987,30.46424974,31.42736014,22.04747297,31.73217768,11.84491053,11.15992458,17.9360119,14.82310584,106.9288549,,62.29565344,92.60165202,106.2723622,57.63085759,33.2877645,26.84030726,35.59461352,33.01778315,22.18002923,12.8917098,28,75.23089837,169.6159379,1
56,42.21926555,22.58483092,33.67274057,18.56126968,29.31026002,14.21722442,9.172138868,17.78399866,12.7064166,88.13029853,82.18219624,78.90927925,90.22537435,99.30343998,50.53331626,35.86132908,27.06515081,34.58978317,30.13667226,24.08231888,18.43588306,29,89.06243782,159.4974572,1
57,34.33871737,27.63662011,31.40839781,23.99362465,25.0684429,12.84534869,9.266065068,18.52909127,12.61888242,122.5907998,80.45421113,82.61483585,83.40042025,96.09114086,61.43980736,28.94327837,21.9291646,37.61628144,40.70328623,23.74566023,17.60437363,38,86.12451116,162.5400825,0
58,39.39984361,24.82958727,29.62421097,20.96020373,26.5934503,12.63019454,10.16098086,16.81820668,13.23709579,122.2370423,100.0380648,60.98081159,74.22484642,109.0419608,56.73844928,28.8089989,23.56016397,34.86941467,39.80282335,20.4269931,14.55941928,38,85.82755201,171.9037866,0
59,41.3917176,29.99430941,32.68896302,15.41032302,28.55175568,13.18971918,11.53400924,18.55164868,15.8710846,126.7807071,95.78333922,92.57107306,80.64058997,86.02652255,58.68884588,32.13709148,23.7787475,37.73426181,35.59922352,23.13489245,14.73069337,33,87.79217837,181.5021888,1
60,44.06874575,27.49792796,30.86434,24.59472835,29.22399468,12.83628431,13.15348507,19.11891851,13.36832198,129.2646641,97.3278721,53.82440449,87.32737077,103.1052717,60.34451516,29.0812334,27.85072979,38.96499435,43.48017258,20.79019413,19.1452947,45,53.67034675,155.7738247,0
61,37.5316471,25.76923568,33.14142821,18.60560359,23.84510918,13.10562083,11.54281608,17.32097051,13.75842512,92.54382101,100.3400232,61.36810794,72.80633772,103.8536097,62.02427777,26.88086104,27.53506208,30.66682663,30.83299423,21.27450463,16.24463938,33,74.42065873,188.5599554,0
62,38.56072376,24.60681052,28.55065521,16.68039904,25.34381968,14.38428386,10.96765202,22.44309935,14.18937839,118.8247904,93.19781095,72.29107379,81.78603198,96.31057752,61.53500417,24.16292087,25.1083139,37.31829013,36.77703723,23.23314995,15.95661584,42,66.20070783,175.5597495,0
63,35.6,26.4,32.2,15.1,26.6,13,10,17.6,13.8,98,82.6,58.6,73,89.6,54.9,27.1,23.1,33.2,35.8,20.7,14.4,26,54.8,168.3,0
64,39.23317878,26.92519621,32.0877631,13.0637223,23.59010687,12.26007123,9.745671529,19.14278819,15.23080091,106.4337996,80.15966385,87.71261801,84.35550935,86.43696286,50.57805475,27.6830188,24.7276736,36.92211126,37.81264402,20.96274079,12.72000429,44,36.68057894,173.0074559,0
65,40.23135492,26.17717233,33.09982643,21.57753933,26.25488192,10.49596784,9.638119661,17.30149513,13.65780975,106.1861729,87.61886996,87.27878151,83.6892936,93.76383718,59.56070693,41.28298854,24.06501882,37.72211546,35.22067013,21.53510937,17.94230959,29,66.85246711,166.6312059,1
66,40.44852735,30.38831794,34.45531182,21.04139426,24.12839693,13.4337155,9.747294018,18.46158608,14.14876888,101.5013698,80.46449684,75.13635186,102.4866251,98.32147832,57.70553194,34.27314272,29.65548467,37.56750913,39.77711615,20.32062249,16.71128252,9,73.68951163,168.7286497,0
67,40.52905905,25.15044533,32.32002565,16.34859898,26.68119965,15.43686326,,20.14392641,13.45889366,114.0198375,98.11690711,58.68167163,85.42530996,92.65413086,55.2274892,36.79124421,27.59261185,34.60085334,32.59084975,25.98542956,15.35147574,20,86.45297552,154.887249,0
68,40.4040234,24.79619309,29.17421417,22.26261186,29.06926547,11.63508469,12.02543095,14.9551165,15.24799737,97.0984438,104.2094001,63.94690744,87.6420402,95.96874207,54.89672537,41.60525449,21.94546014,32.52525245,28.90032991,21.0606374,16.72480291,58,80.63263258,164.7674311,0
69,36,30.4,32.9,18.2,24.7,13.4,10.5,19.5,13.6,99.6,85.7,70.8,92.1,96.9,57.9,29.3,24.2,36.5,35.3,20.3,15.4,42,63.6,175.3,0
70,38.5,27.8,31.7,19.7,26.4,13.1,11,18.4,14.8,112.2,90.9,80.1,79.8,91.3,56.2,32.9,27.2,36.2,33,23,16.8,33,69.1,168.9,1
71,41.26169087,27.02402235,31.42482394,16.4591738,24.81650871,12.16461795,10.62017454,16.662107,14.85595016,108.5299207,83.27796092,77.62525008,89.03569014,103.3659941,60.94936679,28.6422553,22.05689446,31.12139252,40.10198645,22.38698443,16.27223876,21,52.9077777,164.1670083,1
72,43.44493709,28.47141666,29.850482,18.72143558,30.51173737,12.61812901,10.9745602,16.9224377,14.38823093,102.3795796,102.3831404,86.02191036,75.32719317,90.13755739,54.78510306,31.08599466,25.86137347,40.47064605,35.01524047,20.12361194,15.45830888,44,69.14207933,170.5316972,0
73,35.73259941,26.07099616,28.02549904,17.61608083,25.84611979,13.51939324,11.25911578,20.78190419,13.01101635,100.0341658,79.83057502,64.46181412,75.39410463,86.74417877,61.22329302,35.01773033,25.06933994,36.7162208,36.95585858,21.83943774,17.26194014,42,106.1877389,172.1490277,0
74,37.4,32,34.7,19.7,25.9,13,10,18.4,13.4,105.2,90,72.7,97.2,100.2,57.9,30.5,23.7,36.3,34.3,20.5,14.8,52,63.2,164.5,0
75,41.1,27.8,32,21.1,30.6,14.8,11.4,17.6,14.2,123.1,109.6,88.4,92,95.1,52.5,39.4,29.8,34.5,34,22,17,42,75,168.9,1
76,37.1,24.3,28.4,16.2,25.8,12.1,9.8,16.8,12.2,99.1,82.2,62.3,68.7,83.9,52.8,24.4,22.1,32.4,32.5,21,14.8,19,48.6,159,0
77,41.7,26.8,32,19.7,27.8,14,10.5,18.4,14.6,105,91.5,80.2,85.7,89.2,48.5,28.7,25,35.4,32.3,23,16.2,22,61.4,177.8,1
78,38.09324223,25.86914705,34.41662505,18.22232587,23.80669219,12.55853256,12.02531845,17.74895613,16.31667281,102.7941669,75.18365864,72.49238233,88.95324095,97.94711338,65.47223408,25.9738774,29.05328813,36.01117541,31.78518614,20.87082901,16.04642107,38,56.5207157,150.1385442,1
79,34.94845628,28.43762715,31.65319325,14.8913961,25.87267545,11.76418773,10.1347219,19.56399559,13.73147394,82.12400961,95.15322543,66.00826224,82.18123169,97.78237309,58.53790232,26.19453501,25.70208041,38.25480266,41.38090943,20.86029315,,22,83.09758191,174.1806746,1
80,41.9,28,33.1,26.4,29.9,15.6,11.5,21.2,15.9,121,104.6,82.4,85.7,99.9,63.3,38.6,32,38.4,39.8,25.4,18.1,24,84.1,177.8,1
81,43.1079013,,32.1729053,13.63384357,31.96802584,,11.06187139,17.22367183,12.57141856,126.3638126,74.04005638,61.77962492,88.11428374,85.74006699,61.73161176,32.45169487,21.80990813,35.48646522,35.79683439,20.03103643,16.26222987,34,52.45016232,178.702571,0
82,36.50107059,28.57470199,32.80292683,19.75772066,28.16909081,13.24313534,10.86957497,18.26969797,13.86080453,108.7040063,102.030955,79.38625533,87.3130345,100.7949795,59.19835365,24.10584334,23.84140949,33.34671852,35.40437402,21.71982057,14.09233549,38,49.37059847,183.7029947,1
83,37.16975054,29.55217159,32.45765443,20.61121484,24.68834347,13.62092741,9.577134462,18.28222575,13.64479952,107.6738459,109.007752,81.46980461,94.90736822,101.8925094,53.43024168,36.84472521,28.05006531,35.68460699,33.68109155,21.72401958,17.03376867,21,77.79946217,161.9111176,0
84,41.3,31.1,34.9,26.4,30.2,15,11.6,18.8,15.8,110.6,104.9,109.2,104.4,101.7,56.4,34,29.2,39.3,38.5,24.3,17.4,55,94.1,185.4,1
85,34.07622862,29.88070622,30.93490339,22.36771197,30.22965403,12.11271269,10.25576456,17.53945174,13.36672389,121.7686848,89.72909307,84.22528323,89.58870328,103.1326843,57.11706738,36.707187,32.08960551,39.07491676,32.37898081,21.77158162,16.2505183,34,83.68186652,169.2371338,1
86,46.01277064,26.26114261,31.58705012,18.71219825,26.6400519,14.65839863,9.95367185,17.33730282,10.66566173,128.454521,97.18427136,75.93256394,68.73004019,94.31606073,55.54663283,33.42469594,23.43942537,33.47136638,37.79507305,23.27994163,16.99779783,31,67.75495965,171.0970638,1
87,36.41704419,27.37673897,30.53901392,18.12804767,28.54526463,11.11577996,9.102930199,20.59803203,13.60750215,109.6548767,96.34715068,85.31476351,82.02145354,85.84315539,57.48929711,31.01941678,28.73400038,35.37092295,38.99724533,21.77892374,16.08322982,41,56.0834525,168.4314638,0
88,37.96319907,28.21413982,33.12924568,21.15517923,22.33972547,14.24643799,10.30631692,19.00045785,13.48629061,106.3656899,105.4442154,65.43035568,88.75321441,92.34623064,52.048467,30.71954316,28.01613788,33.78321151,39.26254887,24.1919733,15.44406927,22,53.62366882,178.6743968,0
89,36.2424177,27.49329729,31.16062953,23.79072935,29.06620087,12.23463374,11.26112629,15.91586708,15.30922435,95.84293926,91.75694562,69.8005531,66.8851649,95.40614521,61.06713887,31.17917243,29.15416834,39.6076759,34.80772525,22.79837213,17.0030001,20,65.89609462,168.3492929,0
90,36.4,27.7,29.8,17,25,11.2,9,16.9,,94,80.3,65,73.3,84.9,50.8,25,22.2,31.6,31.6,18.8,14.2,23,46.4,158.2,0
91,41.1,25.4,30.4,19.2,29.9,14.8,10.6,18.7,15.2,114.9,102.3,86.5,87.7,91.9,55,35,28.9,38.3,37.8,24,17.3,43,71.8,175.3,1
92,41.98403139,28.16716701,29.17145151,16.73950716,30.92795044,13.99378302,11.88997663,18.76571844,13.6475539,117.4368448,73.20028052,88.09266444,91.30069684,100.4357662,46.6124306,24.48301079,36.394615,31.10591878,39.19653425,18.82922352,16.69516491,20,62.43081569,167.7593943,1
93,37.6,28.5,32.2,15.5,24.3,11.8,8.6,17.1,11.9,97.9,79,66.5,74,90.3,52,24.8,21,32.2,32.5,19.9,13.8,32,55.2,172.5,0
94,32.91202424,28.16507621,34.29578209,19.54674643,25.35543948,12.64869109,10.54426672,20.81558484,15.41566138,126.6034594,92.36844729,83.66524402,78.60754055,90.11630684,62.20130997,30.13875893,30.3521374,37.37310922,35.19632407,22.72263138,17.91678281,26,67.10838402,164.5986544,0
95,38.57244196,26.74964182,31.61952912,23.18266659,21.57920972,10.73223341,11.36347419,20.03192867,15.39539997,118.9833697,97.47950931,81.04113162,89.27877466,95.59794873,52.38947695,37.06117784,22.05816701,31.29113164,36.00315396,21.83314531,15.5677525,45,70.35423848,171.3726783,1
96,37.62777864,25.58564111,33.58808649,19.45671137,28.83082418,11.11729989,11.32729947,18.22706195,13.93770825,121.1510238,98.05568189,91.68658382,93.76560631,92.42738637,59.52271274,29.3124726,25.2712153,39.30859326,37.77374237,21.22148576,15.35064374,20,87.8380093,156.3738746,0
97,36.27533104,28.3880803,30.53163839,20.82868472,22.55849017,12.67905706,9.34113318,19.52766748,14.58758959,96.64059744,79.68913803,80.652891,89.77698574,95.2886305,56.44145534,31.39158632,27.2089143,39.84479234,33.45310621,19.91228655,15.44006139,40,58.89680088,187.7336629,1
98,41.37799779,27.91532179,32.85976366,19.17221901,29.87239331,11.68840229,10.80281078,18.54944778,11.74326403,126.4969624,97.4023653,81.33488092,96.65640254,93.11299675,53.34456912,28.62676118,26.18161227,37.97062717,36.86277106,20.12670544,15.74504845,33,68.91733244,165.3294401,1
99,40.75905717,31.79396243,30.56958754,19.37167115,28.16087453,14.49412683,11.00013398,17.51590876,13.0420568,105.5694787,97.25192311,65.48778452,99.13896466,105.1206105,60.37492783,33.00191324,24.12962042,33.09930984,36.98377072,23.67395847,16.39129411,23,48.56222328,177.095428,1
100,41.47150929,25.6490191,32.11197289,18.26575298,26.34438685,10.58493603,10.6459046,17.69812176,15.58696836,117.6780978,88.86957243,77.85065727,74.14216864,97.6083602,48.70966762,24.18426508,22.86139597,42.56759563,40.26182618,22.10061892,17.28830005,28,57.79393358,169.9685313,1
101,40.5,24.9,29.7,19,30.2,14.4,11.8,19.5,14.9,117.7,99.6,73.3,82.1,89.3,55.4,36.3,32.5,34.3,34.3,22.3,18.4,27,72.3,172.7,1
102,40.4887453,30.39316423,32.31734092,16.51602708,24.4635776,12.89038425,10.92192494,21.63162399,13.74510954,104.0492752,86.58484195,54.01225779,80.31809258,103.8729675,53.41023249,25.5901236,25.51020863,36.75309402,36.81242089,19.17913125,18.02620743,32,87.85200484,172.0145066,1
103,38.01930477,23.52694607,34.12069082,18.56182387,28.29412426,13.41937673,12.87889419,17.99963685,14.38434995,110.102204,93.09822811,94.68511298,73.74710075,98.17475442,60.36485069,29.1992816,24.53197478,34.63903094,34.57945733,23.44265932,15.65034386,42,64.71100799,161.4410126,0
104,41,23.6,30.2,22.9,28,14.3,,18.2,14,117.9,105,74,72,90,54.2,34.1,28.6,36.2,36.6,22.4,17.2,25,70,175.5,1
105,41.43867091,26.10466754,29.10839937,21.03638394,31.26013537,15.71148365,8.929640636,18.9834359,14.72153812,121.6931265,102.4061665,68.9107828,87.17087119,87.51936858,56.86620429,32.41581233,23.41000203,36.48786697,36.41617833,18.54108332,16.22513504,17,64.14900281,178.7752394,1
106,39.59931276,26.4753477,31.72955164,16.30286091,26.58070356,12.79342785,9.142519827,16.77645961,13.45025582,110.6267445,92.17668234,74.66980353,68.62770047,99.00628054,56.04525331,27.53038405,28.66248405,33.77590116,37.24453913,25.78193721,17.04672672,33,85.38708684,157.6630371,1
107,40.81756687,31.18897069,34.02047521,24.85321422,32.66389646,13.28359254,11.23222598,20.10187826,14.89313185,,116.5619973,61.16086533,76.94329453,93.87760006,57.26690387,,22.03590475,35.46716778,37.96516027,22.95590459,16.15640635,30,62.30850917,173.2666285,0
108,38.9,27.1,31.7,21.6,29.7,15,12.2,20.5,15.2,119,104.2,97.8,93.6,102.5,58,35.8,29.4,39,38.1,23,17,43,87.3,188,1
